App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,sentiment_score
Airway Ex - Intubate. Anesthetize. Train.,MEDICAL,4.3,123,86M,10000,Free,0.0,Everyone,Medical,"June 1, 2018",0.6.88,5.0 and up,0.22094190098096347
FilterGrid - Cam&Photo Editor,PHOTOGRAPHY,4.6,126338,9.6M,1000000,Free,0.0,Everyone,Photography,"March 15, 2017",2.0.5,4.0 and up,0.09263994537208824
All Social Networks,SOCIAL,4.2,22650,1.5M,1000000,Free,0.0,Everyone,Social,"May 21, 2018",2.4.12,4.0 and up,-0.10641024212715389
Farm Heroes Saga,FAMILY,4.4,7615646,71M,100000000,Free,0.0,Everyone,Casual,"August 7, 2018",5.2.6,2.3 and up,-0.011810531860815956
Fallout Shelter,FAMILY,4.6,2721923,25M,10000000,Free,0.0,Teen,Simulation,"June 11, 2018",1.13.12,4.1 and up,0.1702321488233138
Facebook Pages Manager,BUSINESS,4.0,1279800,Varies with device,50000000,Free,0.0,Everyone,Business,"August 6, 2018",Varies with device,Varies with device,-0.061082728545963846
Facebook Ads Manager,BUSINESS,4.1,19051,Varies with device,1000000,Free,0.0,Everyone,Business,"August 1, 2018",99.0.0.35.75,4.1 and up,0.20340053597196453
Garena Free Fire,GAME,4.5,5534114,53M,100000000,Free,0.0,Teen,Action,"August 3, 2018",1.21.0,4.0.3 and up,0.07115786955690802
Fun Kid Racing - Motocross,FAMILY,4.1,59768,Varies with device,10000000,Free,0.0,Everyone,Racing;Action & Adventure,"August 7, 2018",3.53,4.2 and up,0.19079545454545455
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36981,4.0M,1000000,Free,0.0,Everyone,Communication,"July 6, 2018",5.2,5.0 and up,0.20924858940972224
